TRAIT_NAME_CHASTE;Chaste;Chaste;Keuschheit;Casto;Puro;;;;;;X
TRAIT_DESC_INBRED;The character has been conceived by two parents that are too close genetically, and is known as Inbred. Though a favourite practice of royal families for generations of having cousins or siblings marry and thus produce inbred children, the practice can leave the offspring with deformities. These deformities can range from the physical to the mental. They are at a severe disadvantage in their abilities. (Effects: -5 to all attributes, -5 fertility);Le personnage a été conçu par deux parents très proches génétiquement, et il souffre de consanguinité. Bien que ce fût une pratique favorite des familles royales pendant des générations (mariages entre cousins ou branches de la même famille), la pratique résultait souvent en une progéniture présentant des déformations physiques ou mentales qui limite sévèrement leurs capacités.;Durch Heirat innerhalb derselben Familie wurde der Charakter inzüchtig. Dem Ausdruck wohnt nicht nur die Bedeutung an sich inne, er bedeutet auch, dass der Charakter ernsthaft geistig oder körperlich behindert ist.;Los padres del personaje endogámico son personas demasiado próximas genéticamente. Pese a que casarse entre familiares cercanos fue una práctica fomentada por las familias reales durante generaciones, esto puede ser causa de problemas de salud para su descendencia. Las afecciones pueden ser tanto físicas como mentales. Sus aptitudes están seriamente limitadas.;Il personaggio è stato concepito da due persone con un rapporto di parentela troppo stretto, situazione chiamata endogamia. L'endogamia è stata praticata per molte generazioni dalle famiglie reali, che preferivano i matrimoni tra parenti stretti, ma tale pratica può causare la nascita di prole deforme. Le deformità possono essere di varia natura, fisica e mentale, e svantaggiano notevolmente i loro portatori.;;;;;;X
TRAIT_NAME_HARELIP;Harelip;Bec-de-lièvre;Hasenscharte;Labio leporino;Labbro leporino;;;;;;X
TRAIT_DESC_HARELIP;The character was born with a deformed top-lip that impedes their ability to speak or pronounce some words. A famous example of this affiction is the 'Habsburg Lip', brought about from inbreeding among their family. (Effects: -1 diplomacy);Le personnage est né avec une lèvre supérieure déformée qui entrave son habileté à parler ou à prononcer certains mots. Un exemple célèbre de cette affliction était la 'Lèvre des Habsbourg', causée par consanguinité abusive dans leur famille.;Der Charakter wurde mit einem deformierten Oberlippe geboren, was ihm Probleme beim Sprechen bereitet. Das macht Interaktionen mit anderen im günstigsten Fall problematisch und mit dem Charakter wird nicht so wohlwollend umgesprungen, wie es sonst der Fall wäre. Ein berühmtes Beispiel für diese Deformierung ist die 'Habsburger Lippe', die durch Inzucht entstand.;El personaje ha nacido con una deformidad en el labio superior que le impide pronunciar ciertas palabras. Un famoso caso de esta afección es el 'labio de los Habsburgo', fruto de la endogamia de esta familia.;Il personaggio è nato con il labbro superiore deformato e ciò gli impedisce di parlare o di pronunciare alcune parole. È una delle possibili conseguenze dell'endogamia.;;;;;;X
TRAIT_NAME_CANONIZED;Beatified;Béatifié;Kanonisiert;Canonizado;Canonizzato;;;;;;X
TRAIT_DESC_CANONIZED;When the character died, they were recognized by the highest religious officials of their religion to be an the prime example of what a devout life was to be. For this, they have been beatified, and more often than not, were later sainted. This is an incredibly high honour and something to strive for as a pious leader.;Après sa mort, ce personnage a été reconnu par les officiels religieux les plus élevés comme étant un excellent exemple de ce qu'une vie de dévot devrait être. Il a été béatifié et sera sans doute canonisé plus tard. C'est un honneur incroyablement élevé et un but que certains s'efforçaient d'atteindre pour le prestige de leur famille.;Wenn der Charakter stirbt, veranlasst sein tugendhaftes Leben als beispielhafter Christ die höhere theologische Autorität, ihn zu kanonisieren. Dies ist eine große Ehre und etwas, nach dem jeder gläubige Herrscher streben sollte.;Al morir el personaje, es reconocido por las autoridades religiosas de su confesión como ejemplo de lo que debe ser la vida de un devoto. Esto es causa de canonización y, a menudo, santidad. Es un honor increíblemente alto y algo por lo que luchar como líder piadoso.;Alla morte del personaggio, le massime autorità della sua religione hanno riconosciuto che la sua vita è stata un fulgido esempio di vita devota. Per questo motivo è stato canonizzato e, non di rado, santificato. È un onore incredibilmente alto, qualcosa a cui può aspirare un leader pio. ;;;;;;X
TRAIT_NAME_SAINT;Saint;Saint;Heilig;Santo;Santo;;;;;;X
TRAIT_DESC_SAINT;After having been canonized the person has achieved the holiest of holy titles and was made a Saint. This is a rare phenomena, and a mystical and powerful legacy for that person who was sainted.;Après avoir été béatifié le personnage a atteint le plus sacré des statuts et a été canonisé. C'est un phénomène rare, et un héritage mystique et puissant pour la famille de la personne canonisée.;Nach der Kanonisierung wird der Charakter später als spirituell genug erachtet, den Heiligenstatus zu erlangen. Dies war eine höchst seltene Ehre.;Tras haber sido canonizado, el personaje ha alcanzado la santidad, el más sagrado de los títulos sagrados. Es un fenómeno poco frecuente que constituye un poderoso legado místico para la persona santificada.;Dopo essere stato canonizzato, il personaggio è stato onorato del più sacro dei titoli sacri: è stato fatto santo. È un fenomeno raro, e un onore mistico e potente per la persona santificata.;;;;;;X
TRAIT_NAME_BASTARD;Bastard;Bâtard;Bastard;Bastardo;Bastardo;;;;;;X
TRAIT_DESC_BASTARD;The character is a bastard, meaning that he or she was born outside wedlock or has been disinherited. They are regarded as dirty and a manifestation of sin. Consequently, they were shunned and invited hostility to those who discovered this about them. They were also exempt from primogeniture laws and rarely received inheritance. (Effects: -2 yearly prestige);Le personnage est un bâtard, ce qui signifie qu'il est né en dehors du mariage. Il est considéré 'souillé' car il est une manifestation du péché de ses parents. Par conséquent, il entraîne l'hostilité de la part de ceux qui ont découvert la vérité sur son compte. Il est aussi exempt des lois de primogéniture et ne  recevra probablement pas d'héritage.;Der Charakter ist ein Bastard, was bedeutet, er wurde unehelich geboren. Derartige Charaktere werden als schmutzig und als Manifestation der Sünde angesehen. Konsequenterweise wurden sie auch gemieden und mussten die Feindseligkeiten derjenigen über sich ergehen lassen, die darüber Bescheid wussten. Sie waren auch von der Erbfolge ausgeschlossen und erhielten äußerst selten ein Lehen.;El personaje es bastardo, es decir, fue concebido fuera del matrimonio. Estas personas eran vistas como la sucia encarnación del pecado. Por tanto, eran rechazadas y tratadas con hostilidad por aquellos que descubrían su condición bastarda. Quedaban excluidas de las leyes de primogenitura y rara vez percibían una herencia.;"Il personaggio è un bastardo, cioè è nato al di fuori del vincolo coniugale. I bastardi erano considerati esseri sporchi, manifestazioni del peccato; di conseguenza venivano evitati e subivano l'ostilità di chi scopriva questa caratteristica. Erano anche esclusi dalle leggi sulla primogenitura e raramente ereditavano.";;;;;;X
TRAIT_NAME_ECCLESIASTICAL_EDUCATION;Ecclesiastical Education;Education Ecclésiastique;Kirchliche Erziehung;Educación eclesiástica;Istruzione ecclesiastica;;;;;;X
TRAIT_DESC_ECCLESIASTICAL_EDUCATION;The character is currently persuing an education with the clergy or a monastic order. They were taught scripture, reading, writing and natural 'sciences', among other things. This was considered to be the node of learning of all things intellectual. This character will come out of this training with a great education for the time period. (Effects: +1 stewardship +2 diplomacy, +1 intrigue);Le personnage reçoit actuellement une éducation par le clergé ou un ordre monastique. Il apprend les Écritures, la lecture, l'écriture et les 'sciences' naturelles, entre autre. C'était considéré comme le cœur de l'apprentissage de toutes professions intellectuelles. Ce personnage ressortira de cette formation avec une bonne éducation pour l'époque et pourra prétendre à être nommé évêque.;Der Charakter verfolgt eine Ausbildung beim Klerus. Er erhält unter anderem eine Ausbildung in Lesen, Schreiben und Bibelkunde. Wenn der Charakter seine Ausbildung beendet hat, wird er eine, für dieses Zeitalter, ungewöhnlich hohe Bildung haben.;El personaje aspira a educarse con el clero o una orden monástica. Estudiará los textos sagrados, lectura, escritura y 'ciencias' naturales entre otras cosas. Se consideraba la base del aprendizaje intelectual. El personaje finalizará sus estudios con un excelente nivel educativo teniendo en cuenta la época.;Il personaggio sta attualmente ricevendo un'istruzione dal clero o da un ordine monastico. Le materie insegnate erano, fra le altre, le sacre scritture, la lettura, la scrittura e le scienze naturali, considerate la base di tutto il sapere. Quando il personaggio terminerà l'apprendimento, avrà un'ottima istruzione per quei tempi.;;;;;;X
TRAIT_NAME_COURT_EDUCATION;Court Education;Education à la Cour;Höfische Erziehung;Educación cortesana;Istruzione a corte;;;;;;X
TRAIT_DESC_COURT_EDUCATION;The character is currently persuing an education at the Royal Court. This is the most broad education where the theoretical is interwoven with the literal. The highest ranking officials and tutors of the court will handle the education, depending on their field of specialization. This will give the character expertise in as one or several of the following ranks, Spymaster, Chancellor, or Steward. (Effects: +1 martial +1 stewardship, +1 diplomacy, +1 intrigue);Le personnage reçoit actuellement une éducation à la Cour du Roi. C'est l'éducation la plus générale, aussi bien théorique que pratique.  Les officiels des rangs les plus élevés et les tuteurs de la Cour se chargent de l'éducation des enfants, en fonction de leur domaine de spécialisation. Cela donnera au personnage la possibilité des postes suivants: Maître espion, Chancelier, ou Intendant.;Der Charakter verfolgt eine Ausbildung am Hof. Dies ist die breitestgefächerte Ausbildung, bei der theoretisches Lernen mit Lernen aus Erfahrung gemischt wird. Die angesehensten Mitglieder und Lehrer des Hofes werden seine Ausbildung übernehmen, abhängig von ihrer Spezialisierung. Dadurch wird sich der Charakter auf einem der folgenden Gebiete spezialisieren: Verwaltung, Diplomatie oder Spionage.;El personaje aspira a educarse en la corte real. Es la educación más general, pues combina lo teórico con lo práctico. Los funcionarios y tutores de mayor categoría de la corte impartirán los estudios en función de su especialización. Esto dotará al personaje de aptitudes en una o varias categorías, a saber, espía jefe, canciller o administrador.;"Il personaggio sta attualmente ricevendo un'istruzione alla corte reale; è l'istruzione più vasta, in cui la letteratura si affianca alla teologia. Viene impartita dagli ufficiali di grado più alto e dai tutori di corte, a seconda del loro campo di specializzazione. Questa istruzione renderà il personaggio esperto in uno o più dei seguenti campi: capo spia, cancelliere o amministratore.";;;;;;X
TRAIT_NAME_MARTIAL_EDUCATION;Martial Education;Education Militaire;Militärische Erziehung;Educación marcial;Istruzione marziale;;;;;;X
TRAIT_DESC_MARTIAL_EDUCATION;The character is currently persuing an education within the Army. The character is specialized in warfare and trained in both combative skills, rituals of war, and taught to command men in battle. The currently appointed Marshal shall be responsible for this education and upon attaining manhood, will have the skills and knowledge of warfare and be able to be a succesful Marshal themself one day. (Effects: +2 martial, +1 diplomacy, +1 intrigue);Le personnage reçoit actuellement une éducation de chevalier. Il sera spécialisé dans la guerre et entraîné dans les techniques de combat, et apprend à commander des hommes dans une bataille. Le Sénéchal du Royaume est responsable de son éducation et quand il atteindra l'âge d'homme, il aura lui-même les compétences et les connaissance militaire qui le rendront capable d'être un bon Commandant.;Der Charakter verfolgt eine Ausbildung im Heer. Der Charakter wird speziell in Kriegsführung und Nahkampf ausgebildet. Der derzeitig ernannte Marschall ist für die Ausbildung verantwortlich und wenn der Charakter die Volljährigkeit erreicht hat, wird er all die nötigen Fähigkeiten und all das nötige Wissen über Kriegsführung besitzen , um eines Tages selbst Marschall zu werden.;El personaje aspira a educarse en el ejército. Así se especializará en operaciones de guerra y aprenderá a combatir y a dirigir tropas. El mariscal actual será el responsable de esta enseñanza que dotará al alumno de las aptitudes bélicas necesarias para que, llegado a la edad adulta, pueda optar a la mariscalía.;"Il personaggio sta attualmente ricevendo un'istruzione nell'esercito; si specializza quindi nell'arte della guerra, viene addestrato in entrambe le abilità di combattimento e nei rituali di guerra, e gli viene insegnato a comandare le truppe in battaglia. L'attuale maresciallo sarà responsabile della sua istruzione. Quando il personaggio raggiungerà l'età adulta saprà tutto il necessario sulla guerra, possiederà le relative abilità e, un giorno, potrà a sua volta diventare un degno maresciallo.";;;;;;X
TRAIT_NAME_DETACHED_PRIEST;Fanatical Priest;Ferveur apostolique;Weltfremder Priester;Sacerdote fanático;Prete fanatico;;;;;;X
TRAIT_DESC_DETACHED_PRIEST;This character is utterly obsessed with the life of Priesthood. In other words, this character is consumed with the rigours and daily doings of being a proper priest or holy man. The problem is that this person is so consumed with their occupation that it leaves little or no time for anything else and has become detached from worldly affairs. (Effects: -1 martial, -1 stewardship, +1 diplomacy, +1 intrigue);Le personnage est obsédé par la vie de prêtre soumis au service de Dieu. Il est voué corps et âme aux rigueurs et aux tâches quotidiennes pour devenir un bon prêtre ou un saint homme. Le problème est qu'il est tellement pris par ses dévotions que cela lui laisse peu ou pas de temps pour toute autre chose et qu'il est devenu complètement détaché des affaires de ce monde.;Völlig aufgehend in seiner Leidenschaft für Gott kann und will sich der Charakter mit keinen anderen Aktivitäten als den kirchlichen beschäftigen. Falls er oder sie dazu doch gezwungen wird, wird das nur widerstrebend und ohne Überzeugung oder besondere Fähigkeiten geschehen.;Este personaje está completamente obsesionado con el sacerdocio. En otras palabras, le consumen los rigores y quehaceres diarios propios de un buen sacerdote u hombre santo. El problema es que tanto le consume su profesión que prácticamente no le queda tiempo para nada más y ha quedado aislado de los asuntos mundanos. ;Questo personaggio è totalmente ossessionato dalla vita sacerdotale, cioè si consuma nei rigori e nelle incombenze quotidiane per essere un perfetto prete o un sant'uomo. Il problema è che questa persona è così assorbita dalle sue occupazioni che non ha tempo, o ne ha pochissimo, per tutto il resto, e ha perso il contatto con il mondo esterno.;;;;;;X
TRAIT_NAME_MARTIAL_CLERIC;Martial Cleric;Prêtre combattant;Kriegerischer Kleriker;Clérigo marcial;Clerico marziale;;;;;;X
TRAIT_DESC_MARTIAL_CLERIC;This character's studies in theology has left a permanent mark on them. They believe in their religious convictions deeply, and see no qualms of talking loudly and carrying a big stick to enforce the religious status quo. A natural crusader. (Effects: +4 martial, +2 diplomacy, +2 intrigue);Les études que ce personnage a suivies l'ont fortement marquées. Pétri de convictions religieuses, il n'a pas eu de scrupules à embrasser le métier des armes pour porter la bonne parole chez les incroyants. Un croisé naturel.;Dem Charakter fehlt es an Begabung für tiefergehende theologische Studien. Er ist jedoch sehr gläubig und bereit, seine religiösen Überzeugungen überall mit lauter Stimme und mit dem Schwert durchzusetzen. Das macht ihn zum geborenen Kreuzritter.;Los estudios de teología de este personaje le han dejado una marca indeleble. Cree tan profundamente en sus convicciones religiosas que no tiene reparos en formularlas en voz alta y llevar un gran garrote para hacer que se cumplan. Es un cruzado nato.;Gli studi teologici di questo personaggio l'hanno segnato indelebilmente. Le sue convinzioni religiose sono ferme e profonde, e non si fa scrupolo di alzare la voce e usare un grosso bastone per rafforzare lo status quo religioso. Sembra nato per essere un crociato.;;;;;;X
TRAIT_NAME_SCHOLARLY_THEOLOGIAN;Scholarly Theologian;Théologien érudit;Gelehrter Theologe;Teólogo intelectual;Teologo accademico;;;;;;X
TRAIT_DESC_SCHOLARLY_THEOLOGIAN;The character is an academic, refined and well versed in the holy scripture. Being a sharp individual he or she will do well in matters of the mind, though the fascination for theological issues tends to absorb most of their intellectual thought. (Effects: +3 diplomacy, +3 intrigue, +2 stewardship);Le personnage est un érudit, raffiné et bien versé dans les écritures saintes. Etant un individu curieux il est intéressé par toutes les affaires requérant de l'esprit, bien que la fascination pour les problèmes théologiques aient tendance à absorber la plupart de ses pensées intellectuelles.;Der Charakter ist gelehrt, gebildet und gut versiert in der heiligen Schrift. Als hochinteligenter Mensch fällt es ihm oder ihr nicht schwer, geistige Probleme zu lösen, obwohl seine oder ihre Faszination für theologische Angelegenheiten, einen Großteil seiner Gedanken in Anspruch nimmt.;Este personaje es un estudioso refinado y muy versado en las Sagradas Escrituras. Tratándose de un personaje brillante, se le darán bien las cuestiones intelectuales, si bien su fascinación por la teología tiende a absorber la mayor parte de su capacidad mental.;Il personaggio è un raffinato accademico, molto esperto di sacre scritture. Ha una mente brillante e quindi se la cava bene in ambito intellettuale, anche se le questioni teologiche tendono ad assorbire la maggior parte dei suoi pensieri.;;;;;;X
TRAIT_NAME_MASTERMIND_THEOLOGIAN;Master Theologian;Maître Théologien;Führender Theologe;Teólogo pensador;Maestro in teologia;;;;;;X
TRAIT_DESC_MASTERMIND_THEOLOGIAN;This character has a mastery of the subject of theology. This character is considered to be something of a genius, and excels at all things academic and scholarly. This character is best suited at administration or being an advisor to a liege as they tend to be high above their peers. (Effects: +4 diplomacy, +5 intrigue, +3 stewardship);Ce personnage est un maître à penser pour beaucoup d'autres théologiens. Il est considéré comme étant une sorte de génie des Écritures, et excelle dans ses discours et ses disputes. Très brillant, très respecté, il est un précieux conseiller pour un suzerain, et à des qualités supérieures à beaucoup de ses pairs.;Der Charakter ist ein Meister der Theologie. Er oder sie wird für ein Genie gehalten und besticht durch seine Brillianz in allen akademischen Disziplinen. Man setzt diesen Charakter am Besten in der Verwaltung oder als Berater eines Herrschers ein.;Este personaje domina la teología. Se le reconoce casi como a un genio, y destaca como estudioso en el mundo académico. Dado que sus dotes están muy por encima de la media, es especialmente apto para la administración o como consejero de un señor feudal.;Questo personaggio ha una grande padronanza della teologia. È considerato una specie di genio, ed eccelle negli studi e nel mondo accademico. È particolarmente adatto a essere l'amministratore o il consigliere di un signore, perché tende a spiccare sui suoi pari.;;;;;;X
TRAIT_NAME_NAIVE_WIREPULLER;Naive Puppet Master;Pistonné présomptueux;Naiver Strippenzieher;Manipulador ingenuo;Ingenuo burattinaio;;;;;;X
TRAIT_DESC_NAIVE_WIREPULLER;The character believes themself to be a master politician and a brilliant judge of people. This however could not be further from the truth, as their own ineptitude is apparent to all but them. They are constantly meddling in the affairs of the realm, causing mayhem and mischief more often than not. (Effects: +1 intrigue, -1 martial, -1 stewardship);Le personnage croit qu'il est un maître politicien et un brillant juge du caractère des autres quand il ne doit sa position qu'à un piston bien placé. Son ineptie est apparente à tous sauf à lui-même. Il veut se mêler constamment des affaires du royaume, causant plus de confusion et créant plus de problèmes qu'autre chose.;Diese Charaktere glauben von sich selbst, meisterhafte Politiker und glänzende Menschenkenner zu sein. Nichts ist jedoch weiter von der Wahrheit entfernt als das, und ihre eigene Ungeschicktheit ist beinahe jedem außer ihnen selbst klar. Sie mischen sich ständig in die Angelegenheiten des Reiches ein und verursachen meist mehr Chaos und Unheil als alles andere.;Este personaje se cree a sí mismo un experto político y brillante juez de las personas. Pero nada más lejos de la realidad, ya que su propia ineptitud salta a la vista de todos salvo la suya. Interfiere constantemente en los asuntos del reino, provocando problemas y alborotos cada dos por tres.;Il personaggio crede di essere un maestro della politica e un brillante giudice delle persone. Ma ciò non potrebbe essere più lontano dalla verità, perché la sua inettitudine è evidente a tutti tranne che a lui. Si immischia costantemente negli affari del reame, provocando spesso confusione e discordia.;;;;;;X
TRAIT_NAME_FLAMBOYANT_SCHEMER;Flamboyant Schemer;Politicien exubérant;Großspuriger Intrigant;Intrigante extravagante;Vistoso macchinatore;;;;;;X
TRAIT_DESC_FLAMBOYANT_SCHEMER;This character loves intrigue and gossip in the court. They are usually very intelligent and the mind games and schemes they concoct are mostly for the sport of it and not for the good of the realm. (Effects: +2 intrigue, +1 diplomacy);Ce personnage aime l'intrigue et les commérages de la cour. Il est très intelligent et les jeux de l'esprit et les plans qu'ils concoctent sont généralement pour la beauté du geste et non pas pour le bien du royaume.;Dieser Charakter liebt die Intrigen und den Klatsch des Hofes. Gewöhnlich ist er sehr intelligent, aber die Komplotte und kunstvollen Pläne, die er sich ausdenkt, sind größtenteils nur zur eigenen Belustigung und nicht zum Wohle des Reiches.;A este personaje le encanta la intriga y los rumores de la corte. Suelen ser muy inteligentes y sus confabulaciones y juegos mentales suelen ser por pura diversión, no por el bien del reino.;Questo personaggio ama l'intrigo e i pettegolezzi di corte. Di solito è molto intelligente, e le macchinazioni che inventa sono soprattutto per il piacere di inventarle e non per il bene del reame.;;;;;;X
TRAIT_NAME_INTRICATE_WEBWEAVER;Intricate Webweaver;Intrigant redoutable;Intriganter Ränkeschmied;Liante enrevesado;Tessitore di reti intricate;;;;;;X
TRAIT_DESC_INTRICATE_WEBWEAVER;This character has mastered the art of politics. They are talented at devising plots and dreaming up elaborate schemes that almost never fail to succeed as planned. (Effects: +4 intrigue, +2 diplomacy, +1 martial, +1 stewardship);Ce personnage est passé maître dans l'art de la politique. Il est talentueux et imagine des intrigues et des plans incroyablement élaborés qui ne manque presque jamais de réussir.;Dieser Charakter hat die Kunst der Politik gemeistert. Er ist sehr begabt wenn es darum geht, sich Komplotte oder kunstvolle Pläne auszudenken, die dann auch fast niemals scheitern.;Este personaje domina el arte de la política. Se le da bien tramar complots e inventar complejas intrigas que casi siempre logran el efecto deseado.;Questo personaggio ha padroneggiato l'arte della politica. È bravo a ordire trame e a escogitare elaborate macchinazioni che quasi sempre funzionano come aveva progettato.;;;;;;X
TRAIT_NAME_ILLUSIVE_SHADOW;Elusive Shadow;Maître ès Politique;Trügerischer Schatten;Sombra ilusoria;Ombra ingannevole;;;;;;X
TRAIT_DESC_ILLUSIVE_SHADOW;This character is a renowned genius in the area of politics. They are intelligent, crafty, and wily. Their schemes and plans are so complex many are simply unable to comprehend their enormous genius. This tends to be very frustrating for this character and end up becoming a lonewolf. They would rather keep away from those who do not understand them or their genius. (Effects: +8 intrigue, +2 diplomacy, +1 martial, +1 stewardship);Ce personnage est un génie renommé dans le domaine de la politique. Il est intelligent, astucieux, et rusé. Ses intrigues et plans sont si complexes que nombreux sont ceux qui ne peuvent simplement pas comprendre son immense génie. Cela a tendance à être très frustrant pour lui, et le rend parfois solitaire. Machiavel avant l'heure.;Dieser Charakter ist ein Genie, wenn es um Politik und Intrigen geht. So komplex und weitreichend sind seine Pläne, dass sie so gut wie unmöglich von jemand anderem als einem Ebenbürtigen zu erkennen sind. Dies kann allerdings auch sehr frustrierend für diesen Charakter sein und zumeist endet der Charakter als Einzelgänger denn er hält sich lieber von jenen fern, die ihn und seinen überragende Intelligenz nicht verstehen.;Este personaje es un reconocido genio de la política. Es inteligente, astuto y taimado. Sus intrigas y planes son tan complejos que muchos ni siquiera alcanzan a entender su genialidad. Esto frustra mucho a este tipo de personajes, que acaban volviéndose solitarios. Prefieren mantenerse alejados de aquellos que no les comprenden ni a ellos ni a su genialidad.;"Questo personaggio è un noto genio nel settore della politica. È intelligente, astuto e scaltro. Le sue macchinazioni e i suoi piani sono così complessi che molti non sono in gradi di comprendere la loro grande genialità; ciò è molto frustrante per questo personaggio, che finisce con il diventare un lupo solitario. Preferisce tenersi alla larga da chi non capisce lui o la sua genialità. ";;;;;;X
TRAIT_NAME_MISGUIDED_WARRIOR;Misguided Warrior;Commandant malavisé;Fehlgeleiteter Krieger;Guerrero descarriado;Guerriero incauto;;;;;;X
TRAIT_DESC_MISGUIDED_WARRIOR;The character was educated to become a leader of men, but failed to learn anything but personal combat. He might be a fine warrior, but anything beyond basic tactics and strategy are lost on him. (Effects: +2 martial, -1 stewardship, -1 diplomacy, +1 health);Le personnage a été éduqué pour devenir un meneur d'hommes, mais n'a pu apprendre autre chose que le combat personnel. Le personnage peut être un excellent guerrier, mais la tactique et la stratégie le dépassent.;Der Charakter wurde dazu ausgebildet, der Anführer von Soldaten zu werden, aber irgendwie hat er nie mehr als den Nahkampf erlernt. Der Charakter ist wahrscheinlich ein guter Krieger, aber Taktik und Strategie sind bei ihm verschwendet.;El personaje fue educado para liderar tropas, pero lo único que aprendió fue a combatir. Puede ser un buen guerrero, pero las tácticas y la estrategia no son lo suyo.;L'educazione di questo personaggio era mirata a farlo diventare un comandante, ma non è riuscito a imparare altro che il combattimento personale. Può essere un buon guerriero, ma è negato per la tattica e la strategia.;;;;;;X
TRAIT_NAME_TOUGH_SOLDIER;Tough Soldier;Meneur d'hommes;Harter Soldat;Soldado duro;Rude soldato;;;;;;X
TRAIT_DESC_TOUGH_SOLDIER;The character is a fine warrior and an average leader of men in battle. The character will perform well upon the battlefield, yet falls short of becoming anything more. This man is best suited on the battlefield leading other soldiers, and not planning elaborate strategies. (Effects: +4 martial, -1 diplomacy, +1 intrigue, +1 health);Le personnage est un excellent guerrier et meneur d'hommes. Le personnage se comporte bien en combat, mais ne parvient pas à devenir quelque chose de plus. Il est plus apte sur le champ de bataille à commander d'autres soldats, qu'à l'arrière à planifier des stratégies élaborées.;Der Charakter ist ein guter Krieger und ein durchschnittlicher Führer im Kampf. Der Charakter wird sich auf dem Schlachtfeld gut verkaufen, doch zu mehr ist er nicht geboren. Solange er keine kunstvollen Strategien planen muß, ist dieser Mann ist am besten dafür geeignet, Männer in die Schlacht zu führen.;Este personaje es un buen guerrero y está en la media como líder de tropas de combate. Se le da bien el campo de batalla, aunque no da mucho más de sí. Es apto como líder de soldados en el campo de batalla, no para diseñar estrategias complejas.;Questo personaggio è un buon guerriero e discretamente bravo a guidare gli altri in combattimento. Si comporta bene sul campo di battaglia, ma non riesce a diventare qualcosa di più. È più adatto a guidare altri soldati sul campo di battaglia che a progettare elaborate strategie.;;;;;;X
TRAIT_NAME_KNOWLEDGED_TACTICIAN;Knowledged Tactician;Tacticien émérite;Belesener Taktiker;Táctico erudito;Tattico istruito;;;;;;X
TRAIT_DESC_KNOWLEDGED_TACTICIAN;The character is a great soldier and a competent leader on the battlefield. His training and natural talent make him a powerful force of war. He has grasped tactical thinking and has a superb understanding of how war should be fought. War is something of an art to him. (Effects: +6 martial, +1 stewardship -1 diplomacy, +2 intrigue, +2 health);Le personnage est un grand soldat et un meneur d'hommes compétent sur le champ de bataille. Son entraînement et son talent naturel font de ses troupes une puissante force de guerre. Il a compris le mode de pensées tactique, et par exemple, excelle dans l'utilisation du terrain et du temps pour remporter une bataille. Il a une superbe compréhension de la manière dont la guerre doit être menée et est un artiste martial, à sa manière.;Der Charakter ist ein großartiger Krieger und ein kompetenter Führer auf dem Schlachtfeld. Seine Ausbildung und natürliches Talent machen ihn zu einem mächtigen Werkzeug des Krieges. Er hat taktisches Verständnis und ist zum Beispiel überragend darin, Terrain und Wetter zum eigenen Vorteil zu nutzen, um einen Kampf erfolgreich für sich zu entscheiden. Er hat ein großartiges Verständnis dafür, wie Krieg geführt werden sollte und irgendwie ist der Kampf eine Art von Kunst für ihn.;El personaje es un gran soldado y competente líder en el campo de batalla. Su adiestramiento y talento natural hacen de él un poderoso recurso bélico. Piensa en términos tácticos, por ejemplo, sabe emplear el terreno y la meteorología para vencer en un combate. Sabe perfectamente cómo librar una batalla, ya que para él la guerra es algo así como un arte.;"Questo personaggio è un ottimo soldato e, sul campo di battaglia, un comandante competente. L'addestramento ricevuto e il suo naturale talento lo rendono una potente macchina da guerra. Ha afferrato il pensiero tattico e, per esempio, è molto bravo a sfruttare il terreno e il tempo atmosferico per avere successo in battaglia. Capisce perfettamente come si dovrebbe combattere una guerra; per lui è un'arte.";;;;;;X
TRAIT_NAME_BRILLIANT_STRATEGIST;Brilliant Strategist;Brillant stratège ;Brillianter Stratege;Estratega brillante;Brillante stratega;;;;;;X
